ObjectID,Property (Project Number),Civic Address,Community,Number of Units,PID
2522,4304,2417 Gottingen St,Halifax,1,127738
2523,4304,2419 Gottingen St,Halifax,1,127738
2524,4304,2421 Gottingen St,Halifax,1,127738
2525,4304,2439 Gottingen St,Halifax,1,127720
2526,4304,2441 Gottingen St,Halifax,1,127720
2527,4304,2443 Gottingen St,Halifax,1,127720
2528,4304,2445 Gottingen St,Halifax,1,127720
2529,4304,2447 Gottingen St,Halifax,1,127720
2530,4304,2449 Gottingen St,Halifax,1,127720
2531,4304,2451 Gottingen St,Halifax,1,127720
2532,4304,2453 Gottingen St,Halifax,1,127720
2533,4304,2455 Gottingen St,Halifax,1,127720
2534,4304,2457 Gottingen St,Halifax,1,127720
2535,4304,2459 Gottingen St,Halifax,1,127720
2536,4304,2461 Gottingen St,Halifax,1,127720
2537,4304,2463 Gottingen St,Halifax,1,127720
2538,4304,2465 Gottingen St,Halifax,1,127720
2539,4304,5412 Uniacke St,Halifax,1,127738
2540,4304,5414 Uniacke St,Halifax,1,127738
2541,4304,5416 Uniacke St,Halifax,1,127738
2542,4304,5418 Uniacke St,Halifax,1,127738
2543,4304,5420 Uniacke St,Halifax,1,127738
2544,4304,5422 Uniacke St,Halifax,1,127738
2545,4304,5424 Uniacke St,Halifax,1,127738
2546,4304,5426 Uniacke St,Halifax,1,127738
2547,4304,5428 Uniacke St,Halifax,1,127738
2548,4304,5439 Uniacke St,Halifax,1,127720
2549,4304,5441 Uniacke St,Halifax,1,127720
2550,4304,5443 Uniacke St,Halifax,1,127720
2551,4304,5445 Uniacke St,Halifax,1,127720
2552,4304,5446 Uniacke St,Halifax,1,127738
2553,4304,5448 Uniacke St,Halifax,1,127738
2554,4304,5450 Uniacke St,Halifax,1,127738
2555,4304,5452 Uniacke St,Halifax,1,127738
2556,4304,5464 Uniacke St,Halifax,1,127738
2557,4304,5466 Uniacke St,Halifax,1,127738
2558,4304,5468 Uniacke St,Halifax,1,127738
2559,4304,5469 Uniacke St,Halifax,1,127720
2560,4304,5470 Uniacke St,Halifax,1,127738
2561,4304,5471 Uniacke St,Halifax,1,127720
2562,4304,5472 Uniacke St,Halifax,1,127738
2563,4304,5473 Uniacke St,Halifax,1,127720
2564,4304,5475 Uniacke St,Halifax,1,127720
2565,4305,2414 Creighton St,Halifax,1,149336
2566,4305,2416 Creighton St,Halifax,1,149336
2567,4305,2418 Creighton St,Halifax,1,149336
2568,4305,2420 Creighton St,Halifax,1,149336
2569,4305,2422 Creighton St,Halifax,1,149336
2570,4305,2424 Creighton St,Halifax,1,149336
2571,4305,2425 Creighton St,Halifax,1,149112
2572,4305,2426 Creighton St,Halifax,1,149336
2573,4305,2427 Creighton St,Halifax,1,149112
2574,4305,2429 Creighton St,Halifax,1,149112
2575,4305,2431 Creighton St,Halifax,1,149112
2576,4305,2433 Creighton St,Halifax,1,149112
2577,4305,2435 Creighton St,Halifax,1,149112
2578,4305,2436 Creighton St,Halifax,1,149336
2579,4305,2437 Creighton St,Halifax,1,149112
2580,4305,2438 Creighton St,Halifax,1,149336
2581,4305,2439 Creighton St,Halifax,1,149112
2582,4305,2440 Creighton St,Halifax,1,149336
2583,4305,2441 Creighton St,Halifax,1,149112
2584,4305,2442 Creighton St,Halifax,1,149336
2585,4305,2443 Creighton St,Halifax,1,149112
2586,4305,2444 Creighton St,Halifax,1,149336
2587,4305,2446 Creighton St,Halifax,1,149336
2588,4305,2448 Creighton St,Halifax,1,149336
2589,4305,2450 Creighton St,Halifax,1,149336
2590,4307,2313 Gottingen St,Halifax,95,127993
2591,4304,2415 Gottingen St,Halifax,1,127738
2592,4308,112 Greystone Dr,Halifax,1,283309
2593,4308,113 Greystone Dr,Halifax,1,283309
2594,4308,114 Greystone Dr,Halifax,1,283309
2595,4308,115 Greystone Dr,Halifax,1,283309
2596,4308,116 Greystone Dr,Halifax,1,283309
2597,4308,117 Greystone Dr,Halifax,1,283309
2598,4308,120 Greystone Dr,Halifax,1,283309
2599,4308,122 Greystone Dr,Halifax,1,283309
2600,4308,121 Greystone Dr,Halifax,1,283309
2601,4308,123 Greystone Dr,Halifax,1,283309
2602,4308,124 Greystone Dr,Halifax,1,283309
2603,4308,125 Greystone Dr,Halifax,1,283309
2604,4308,130 Greystone Dr,Halifax,1,283309
2605,4308,134 Greystone Dr,Halifax,1,283309
2606,4308,132 Greystone Dr,Halifax,1,283309
2607,4308,138 Greystone Dr,Halifax,1,283309
2608,4308,140 Greystone Dr,Halifax,1,283309
2609,4308,142 Greystone Dr,Halifax,1,283309
2610,4308,146 Greystone Dr,Halifax,1,283309
2611,4308,148 Greystone Dr,Halifax,1,283309
2612,4308,150 Greystone Dr,Halifax,1,283309
2613,4308,154 Greystone Dr,Halifax,1,283309
2614,4308,156 Greystone Dr,Halifax,1,283309
2615,4308,158 Greystone Dr,Halifax,1,283309
2616,4308,162 Greystone Dr,Halifax,1,283309
2617,4308,164 Greystone Dr,Halifax,1,283309
2618,4308,166 Greystone Dr,Halifax,1,283309
2619,4308,170 Greystone Dr,Halifax,1,283309
2620,4308,172 Greystone Dr,Halifax,1,283309
2621,4308,174 Greystone Dr,Halifax,1,283309
2622,4308,180 Greystone Dr,Halifax,1,283309
2623,4308,182 Greystone Dr,Halifax,1,283309
2624,4308,184 Greystone Dr,Halifax,1,283309
2625,4308,188 Greystone Dr,Halifax,1,283309
2626,4308,190 Greystone Dr,Halifax,1,283309
2627,4308,192 Greystone Dr,Halifax,1,283309
2628,4308,3 Orange Walk,Halifax,1,283309
2629,4308,1 Orange Walk,Halifax,1,283309
2630,4308,5 Orange Walk,Halifax,1,283309
2631,4308,9 Orange Walk,Halifax,1,283309
2632,4308,11 Orange Walk,Halifax,1,283309
2633,4308,13 Orange Walk,Halifax,1,283309
2634,4308,17 Orange Walk,Halifax,1,283309
2635,4308,18 Orange Walk,Halifax,1,283309
2636,4308,19 Orange Walk,Halifax,1,283309
2637,4308,20 Orange Walk,Halifax,1,283309
2638,4308,21 Orange Walk,Halifax,1,283309
2639,4308,22 Orange Walk,Halifax,1,283309
2640,4308,25 Orange Walk,Halifax,1,283309
2641,4308,26 Orange Walk,Halifax,1,283309
2642,4308,27 Orange Walk,Halifax,1,283309
2643,4308,28 Orange Walk,Halifax,1,283309
2644,4308,29 Orange Walk,Halifax,1,283309
2645,4308,30 Orange Walk,Halifax,1,283309
2646,4308,2 Cobalt Walk,Halifax,1,283309
2647,4308,4 Cobalt Walk,Halifax,1,283309
2648,4308,6 Cobalt Walk,Halifax,1,283309
2649,4308,10 Cobalt Walk,Halifax,1,283309
2650,4308,12 Cobalt Walk,Halifax,1,283309
2651,4308,14 Cobalt Walk,Halifax,1,283309
2652,4308,24 Cobalt Walk,Halifax,1,283309
2653,4308,26 Cobalt Walk,Halifax,1,283309
2654,4308,28 Cobalt Walk,Halifax,1,283309
2655,4308,32 Cobalt Walk,Halifax,1,283309
2656,4308,34 Cobalt Walk,Halifax,1,283309
2657,4308,36 Cobalt Walk,Halifax,1,283309
2658,4308,12 Meadow Green Walk,Halifax,1,283309
2659,4308,10 Meadow Green Walk,Halifax,1,283309
2660,4308,14 Meadow Green Walk,Halifax,1,283309
2661,4308,18 Meadow Green Walk,Halifax,1,283309
2662,4308,20 Meadow Green Walk,Halifax,1,283309
2663,4308,22 Meadow Green Walk,Halifax,1,283309
2664,4308,1 Cranberry Crt,Halifax,1,283309
2665,4308,3 Cranberry Crt,Halifax,1,283309
2666,4308,2 Cranberry Crt,Halifax,1,283309
2667,4308,4 Cranberry Crt,Halifax,1,283309
2668,4308,5 Cranberry Crt,Halifax,1,283309
2669,4308,9 Cranberry Crt,Halifax,1,283309
2670,4308,11 Cranberry Crt,Halifax,1,283309
2671,4308,10 Cranberry Crt,Halifax,1,283309
2672,4308,12 Cranberry Crt,Halifax,1,283309
2673,4308,13 Cranberry Crt,Halifax,1,283309
2674,4308,14 Cranberry Crt,Halifax,1,283309
2675,4308,18 Cranberry Crt,Halifax,1,283309
2676,4308,22 Cranberry Crt,Halifax,1,283309
2677,4308,26 Cranberry Crt,Halifax,1,283309
2678,4308,28 Cranberry Crt,Halifax,1,283309
2679,4308,30 Cranberry Crt,Halifax,1,283309
2680,4308,2 Lemon Walk,Halifax,1,283309
2681,4308,4 Lemon Walk,Halifax,1,283309
2682,4308,6 Lemon Walk,Halifax,1,283309
2683,4308,10 Lemon Walk,Halifax,1,283309
2684,4308,12 Lemon Walk,Halifax,1,283309
2685,4308,14 Lemon Walk,Halifax,1,283309
2686,4308,16 Lemon Walk,Halifax,1,283309
2687,4308,18 Lemon Walk,Halifax,1,283309
2688,4308,20 Lemon Walk,Halifax,1,283309
2689,4308,21 Lemon Walk,Halifax,1,283309
2690,4308,23 Lemon Walk,Halifax,1,283309
2691,4308,25 Lemon Walk,Halifax,1,283309
2692,4308,26 Lemon Walk,Halifax,1,283309
2693,4308,20 Cranberry Crt,Halifax,1,283309
2694,4308,28 Lemon Walk,Halifax,1,283309
2695,4308,30 Lemon Walk,Halifax,1,283309
2696,4308,29 Lemon Walk,Halifax,1,283309
2697,4308,31 Lemon Walk,Halifax,1,283309
2698,4308,33 Lemon Walk,Halifax,1,283309
2699,4308,40 Lemon Walk,Halifax,1,283309
2700,4308,42 Lemon Walk,Halifax,1,283309
2701,4308,44 Lemon Walk,Halifax,1,283309
2702,4308,48 Lemon Walk,Halifax,1,283309
2703,4308,50 Lemon Walk,Halifax,1,283309
2704,4308,52 Lemon Walk,Halifax,1,283309
2705,4308,55 Lemon Walk,Halifax,1,283309
2706,4308,56 Lemon Walk,Halifax,1,283309
2707,4308,58 Lemon Walk,Halifax,1,283309
2708,4308,57 Lemon Walk,Halifax,1,283309
2709,4308,59 Lemon Walk,Halifax,1,283309
2710,4308,60 Lemon Walk,Halifax,1,283309
2711,4308,63 Lemon Walk,Halifax,1,283309
2712,4308,64 Lemon Walk,Halifax,1,283309
2713,4308,65 Lemon Walk,Halifax,1,283309
2714,4308,66 Lemon Walk,Halifax,1,283309
2715,4308,67 Lemon Walk,Halifax,1,283309
2716,4308,68 Lemon Walk,Halifax,1,283309
2717,4308,72 Lemon Walk,Halifax,1,283309
2718,4308,74 Lemon Walk,Halifax,1,283309
2719,4308,76 Lemon Walk,Halifax,1,283309
2720,4308,80 Lemon Walk,Halifax,1,283309
2721,4308,82 Lemon Walk,Halifax,1,283309
2722,4308,84 Lemon Walk,Halifax,1,283309
2723,4308,17 Goldfinch Walk,Halifax,1,283309
2724,4308,19 Goldfinch Walk,Halifax,1,283309
2725,4308,23 Goldfinch Walk,Halifax,1,283309
2726,4308,25 Goldfinch Walk,Halifax,1,283309
2727,4308,27 Goldfinch Walk,Halifax,1,283309
2728,4308,2 Indigo Walk,Halifax,1,283309
2729,4308,10 Indigo Walk,Halifax,1,283309
2730,4308,12 Indigo Walk,Halifax,1,283309
2731,4308,13 Indigo Walk,Halifax,1,283309
2732,4308,14 Indigo Walk,Halifax,1,283309
2733,4308,15 Indigo Walk,Halifax,1,283309
2734,4308,17 Indigo Walk,Halifax,1,283309
2735,4308,20 Indigo Walk,Halifax,1,283309
2736,4308,21 Indigo Walk,Halifax,1,283309
2737,4308,22 Indigo Walk,Halifax,1,283309
2738,4308,23 Indigo Walk,Halifax,1,283309
2739,4308,24 Indigo Walk,Halifax,1,283309
2740,4308,25 Indigo Walk,Halifax,1,283309
2741,4308,28 Indigo Walk,Halifax,1,283309
2742,4308,30 Indigo Walk,Halifax,1,283309
2743,4308,32 Indigo Walk,Halifax,1,283309
2744,4308,37 Indigo Walk,Halifax,1,283309
2745,4308,39 Indigo Walk,Halifax,1,283309
2746,4308,41 Indigo Walk,Halifax,1,283309
2747,4308,45 Indigo Walk,Halifax,1,283309
2748,4308,47 Indigo Walk,Halifax,1,283309
2749,4308,49 Indigo Walk,Halifax,1,283309
2750,4308,2 Lavender Walk,Halifax,1,283309
2751,4308,4 Lavender Walk,Halifax,1,283309
2752,4308,6 Lavender Walk,Halifax,1,283309
2753,4308,10 Lavender Walk,Halifax,1,283309
2754,4308,12 Lavender Walk,Halifax,1,283309
2755,4308,14 Lavender Walk,Halifax,1,283309
2756,4308,20 Lavender Walk,Halifax,1,283309
2757,4308,22 Lavender Walk,Halifax,1,283309
2758,4308,23 Lavender Walk,Halifax,1,283309
2759,4308,24 Lavender Walk,Halifax,1,283309
2760,4308,25 Lavender Walk,Halifax,1,283309
2761,4308,27 Lavender Walk,Halifax,1,283309
2762,4308,28 Lavender Walk,Halifax,1,283309
2763,4308,30 Lavender Walk,Halifax,1,283309
2764,4308,31 Lavender Walk,Halifax,1,283309
2765,4308,32 Lavender Walk,Halifax,1,283309
2766,4308,33 Lavender Walk,Halifax,1,283309
2767,4308,35 Lavender Walk,Halifax,1,283309
2768,4308,36 Lavender Walk,Halifax,1,283309
2769,4308,38 Lavender Walk,Halifax,1,283309
2770,4308,40 Lavender Walk,Halifax,1,283309
2771,4308,44 Lavender Walk,Halifax,1,283309
2772,4308,46 Lavender Walk,Halifax,1,283309
2773,4308,47 Lavender Walk,Halifax,1,283309
2774,4308,48 Lavender Walk,Halifax,1,283309
2775,4308,49 Lavender Walk,Halifax,1,283309
2776,4308,51 Lavender Walk,Halifax,1,283309
2777,4308,52 Lavender Walk,Halifax,1,283309
2778,4308,54 Lavender Walk,Halifax,1,283309
2779,4308,55 Lavender Walk,Halifax,1,283309
2780,4308,56 Lavender Walk,Halifax,1,283309
2781,4308,57 Lavender Walk,Halifax,1,283309
2782,4308,59 Lavender Walk,Halifax,1,283309
2783,4308,60 Lavender Walk,Halifax,1,283309
2784,4308,62 Lavender Walk,Halifax,1,283309
2785,4308,63 Lavender Walk,Halifax,1,283309
2786,4308,64 Lavender Walk,Halifax,1,283309
2787,4308,65 Lavender Walk,Halifax,1,283309
2788,4308,67 Lavender Walk,Halifax,1,283309
2789,4308,68 Lavender Walk,Halifax,1,283309
2790,4308,71 Lavender Walk,Halifax,1,283309
2791,4308,72 Lavender Walk,Halifax,1,283309
2792,4308,73 Lavender Walk,Halifax,1,283309
2793,4308,75 Lavender Walk,Halifax,1,283309
2794,4308,76 Lavender Walk,Halifax,1,283309
2795,4308,78 Lavender Walk,Halifax,1,283309
2796,4308,80 Lavender Walk,Halifax,1,283309
2797,4308,84 Lavender Walk,Halifax,1,283309
2798,4308,86 Lavender Walk,Halifax,1,283309
2799,4308,88 Lavender Walk,Halifax,1,283309
2800,4308,92 Lavender Walk,Halifax,1,283309
2801,4308,93 Lavender Walk,Halifax,1,283309
2802,4308,15 Goldfinch Walk,Halifax,1,283309
2803,4308,94 Lavender Walk,Halifax,1,283309
2804,4308,96 Lavender Walk,Halifax,1,283309
2805,4308,95 Lavender Walk,Halifax,1,283309
2806,4308,97 Lavender Walk,Halifax,1,283309
2807,4308,100 Lavender Walk,Halifax,1,283309
2808,4308,101 Lavender Walk,Halifax,1,283309
2809,4308,102 Lavender Walk,Halifax,1,283309
2810,4308,103 Lavender Walk,Halifax,1,283309
2811,4308,104 Lavender Walk,Halifax,1,283309
2812,4308,105 Lavender Walk,Halifax,1,283309
2813,4308,108 Lavender Walk,Halifax,1,283309
2814,4308,112 Lavender Walk,Halifax,1,283309
2815,4308,110 Lavender Walk,Halifax,1,283309
2816,4308,115 Lavender Walk,Halifax,1,283309
2817,4308,113 Lavender Walk,Halifax,1,283309
2818,4308,116 Lavender Walk,Halifax,1,283309
2819,4308,117 Lavender Walk,Halifax,1,283309
2820,4308,118 Lavender Walk,Halifax,1,283309
2821,4308,120 Lavender Walk,Halifax,1,283309
2822,4308,123 Lavender Walk,Halifax,1,283309
2823,4308,121 Lavender Walk,Halifax,1,283309
2824,4308,124 Lavender Walk,Halifax,1,283309
2825,4308,125 Lavender Walk,Halifax,1,283309
2826,4308,126 Lavender Walk,Halifax,1,283309
2827,4308,128 Lavender Walk,Halifax,1,283309
2828,4308,132 Lavender Walk,Halifax,1,283309
2829,4308,134 Lavender Walk,Halifax,1,283309
2830,4308,136 Lavender Walk,Halifax,1,283309
2831,4308,140 Lavender Walk,Halifax,1,283309
2832,4308,142 Lavender Walk,Halifax,1,283309
2833,4308,144 Lavender Walk,Halifax,1,283309
2834,4308,148 Lavender Walk,Halifax,1,283309
2835,4308,150 Lavender Walk,Halifax,1,283309
2836,4308,152 Lavender Walk,Halifax,1,283309
2837,4308,156 Lavender Walk,Halifax,1,283309
2838,4308,158 Lavender Walk,Halifax,1,283309
2839,4308,160 Lavender Walk,Halifax,1,283309
2840,4316,2452 Gottingen St,Halifax,4,148783
2841,4316,2560 Gottingen St,Halifax,3,169730
2842,4316,2448 Gottingen St,Halifax,4,148783
2843,4316,5663 Cunard St,Halifax,1,158154
2844,4316,5665 Cunard St,Halifax,1,158154
2845,4316,5667 Cunard St,Halifax,1,158154
2846,4316,5669 Cunard St,Halifax,1,158154
2847,4316,5671 Cunard St,Halifax,1,158154
2848,4316,2023 Maynard St,Halifax,1,159319
2849,4316,2025 Maynard St,Halifax,1,159319
2850,4316,2027 Maynard St,Halifax,1,159319
2851,4316,2103 Maynard St,Halifax,1,158790
2852,4316,2105 Maynard St,Halifax,1,158790
2853,4316,2107 Maynard St,Halifax,1,158790
2854,4318,2533 Gottingen St,Halifax,1,40268484
2855,4318,2531 Gottingen St,Halifax,1,40268484
2856,4318,2535 Gottingen St,Halifax,1,40268484
2857,4318,2537 Gottingen St,Halifax,1,40268484
2858,4318,2539 Gottingen St,Halifax,1,40268484
2859,4318,2541 Gottingen St,Halifax,1,40268484
2860,4318,2023 Bauer St,Halifax,1,159822
2861,4318,2025 Bauer St,Halifax,1,159822
2862,4318,1 Greystone Dr,Halifax,1,40098741
2863,4318,3 Greystone Dr,Halifax,1,40098741
2864,4318,7 Greystone Dr,Halifax,1,40098741
2865,4308,15 Orange Walk,Halifax,1,283309
2866,4320,6 Forbes St,Halifax,1,40095952
2867,4320,8 Forbes St,Halifax,1,40095952
2868,4320,10 Forbes St,Halifax,1,40095952
2869,4308,6 Cranberry Crt,Halifax,1,283309
2870,4320,12 Forbes St,Halifax,1,40095952
2871,4320,14 Forbes St,Halifax,1,40095952
2872,4308,4 Indigo Walk,Halifax,1,283309
2873,4320,16 Forbes St,Halifax,1,40095952
2874,4308,6 Indigo Walk,Halifax,1,283309
2875,4320,18 Forbes St,Halifax,1,40095952
2876,4320,20 Forbes St,Halifax,1,40095952
2877,4320,8 Greystone Dr,Halifax,1,40098816
2878,4308,70 Lavender Walk,Halifax,1,283309
2879,4308,7 Orange Walk,Halifax,1,283309
2880,4320,10 Greystone Dr,Halifax,1,40098816
2881,4321,2398 Maynard St,Halifax,1,152033
2882,4321,2400 Maynard St,Halifax,1,152033
2883,4321,5656 West St,Halifax,1,152033
2884,4321,5658 West St,Halifax,1,152033
2885,4349,28 Gebhardt St,Halifax,4,322081
2888,4318,5 Greystone Dr,Halifax,1,40098741
